module,msgid,msgstr,occurrences
intn_fleet_cistern_extensions,Firma del Técnico,,1
intn_fleet_cistern_extensions,"INSTITUTO NACIONAL DE TECNOLOGÍA, NORMALIZACIÓN Y METROLOGÍA",,1
intn_fleet_cistern_extensions,INTN,,1
intn_fleet_cistern_extensions,Only draft extensions can be confirmed.,,1
intn_fleet_cistern_extensions,Período de Prórroga,,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Certificado:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Fecha y Hora:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Número de Chasis:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Número de Multa:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Placa:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">RUC:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Razón Social:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Tipo de Multa:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Técnico Responsable:</span>",,1
intn_fleet_cistern_fines,"<span class=""fine-label"">Vehículo:</span>",,1
intn_fleet_cistern_fines,ACTA DE MULTA,,1
intn_fleet_cistern_fines,Block %s has been lifted. Vehicle is eligible for inspection again.,,1
intn_fleet_cistern_fines,Cannot reschedule: this vehicle already has an appointment scheduled on the selected date.,,1
intn_fleet_cistern_fines,Datos del Transportista,,1
intn_fleet_cistern_fines,Datos del Vehículo,,1
intn_fleet_cistern_fines,Did not attend the scheduled inspection/review.,,2
intn_fleet_cistern_fines,Fine %s has been paid. Vehicle is eligible for inspection again.,,1
intn_fleet_cistern_fines,Firma del Técnico,,1
intn_fleet_cistern_fines,"INSTITUTO NACIONAL DE TECNOLOGÍA, NORMALIZACIÓN Y METROLOGÍA",,1
intn_fleet_cistern_fines,INTN,,1
intn_fleet_cistern_fines,"Irregular seals: damage, tampering, or not returned.",,1
intn_fleet_cistern_fines,Irregularidades Detectadas,,1
intn_fleet_cistern_fines,Only block-type records can be unblocked.,,1
intn_fleet_cistern_fines,Only confirmed fines can be marked as paid.,,1
intn_fleet_cistern_fines,Only confirmed records can be unblocked.,,1
intn_fleet_cistern_fines,Only draft fines can be confirmed.,,1
intn_fleet_cistern_fines,Only vehicle fines can be marked as paid.,,1
intn_fleet_cistern_fines,Returned seals do not match the remission set.,,1
intn_fleet_cistern_fines,Seal closure irregularity detected.,,1
intn_fleet_cistern_fines,Seal mismatch: Returned seals do not match remission seals.,,1
intn_fleet_cistern_fines,This vehicle has an active block. The block must be lifted before confirming the inspection appointment.,,2
intn_fleet_cistern_fines,This vehicle has an active block. The block must be lifted before rescheduling the inspection.,,1
intn_fleet_cistern_fines,This vehicle has an active block. The block must be lifted before scheduling a new inspection.,,2
intn_fleet_cistern_fines,This vehicle has unpaid fines. Payment is required before confirming the inspection appointment.,,2
intn_fleet_cistern_fines,This vehicle has unpaid fines. Payment is required before rescheduling the inspection.,,1
intn_fleet_cistern_fines,This vehicle has unpaid fines. Payment is required before scheduling a new inspection.,,2
intn_fleet_cistern_scheduling,Active,,1
intn_fleet_cistern_scheduling,All Souls' Day,,1
intn_fleet_cistern_scheduling,All-day event generated from INTN public holidays; visible broadly per security rules.,,1
intn_fleet_cistern_scheduling,Can see calendar events linked to service.request (fleet scheduling).,,1
intn_fleet_cistern_scheduling,Cannot schedule on holidays.,,1
intn_fleet_cistern_scheduling,Cannot schedule on weekends.,,1
intn_fleet_cistern_scheduling,Christmas Day,,1
intn_fleet_cistern_scheduling,Created by,,1
intn_fleet_cistern_scheduling,Created on,,1
intn_fleet_cistern_scheduling,Date,,1
intn_fleet_cistern_scheduling,Description,,1
intn_fleet_cistern_scheduling,Display Name,,1
intn_fleet_cistern_scheduling,Foundation of Asuncion,,1
intn_fleet_cistern_scheduling,Good Friday,,1
intn_fleet_cistern_scheduling,Heroes' Day,,1
intn_fleet_cistern_scheduling,ID,,1
intn_fleet_cistern_scheduling,INTN Calendar: Fleet service appointments,,1
intn_fleet_cistern_scheduling,INTN Holiday,,1
intn_fleet_cistern_scheduling,INTN Public Holiday,,1
intn_fleet_cistern_scheduling,Independence Day,,1
intn_fleet_cistern_scheduling,Labor Day,,1
intn_fleet_cistern_scheduling,Last Updated by,,1
intn_fleet_cistern_scheduling,Last Updated on,,1
intn_fleet_cistern_scheduling,Maundy Thursday,,1
intn_fleet_cistern_scheduling,Missing appointment date.,,1
intn_fleet_cistern_scheduling,New Year's Day,,1
intn_fleet_cistern_scheduling,Peace of the Chaco,,1
intn_fleet_cistern_scheduling,Public Holiday,,1
intn_fleet_cistern_scheduling,Public Holiday Event,,1
intn_fleet_cistern_scheduling,Public Holidays,,2
intn_fleet_cistern_scheduling,There is already a holiday on %(date)s.,,1
intn_fleet_cistern_scheduling,Victory of Boqueron,,1
intn_fleet_cistern_scheduling,Virgin of Caacupe,,1
intn_fleet_cistern_scheduling,You are not allowed to access this calendar event.,,1
intn_fleet_cistern_seals,"<br/>
                                                <br/>
                                                <br/>
                                                Firma Encargado INTN",,1
intn_fleet_cistern_seals,"<br/>
                                                <br/>
                                                <br/>
                                                Firma Precintador INTN",,1
intn_fleet_cistern_seals,"<br/>
                                        <span class=""bold"">
                                            Precintos aplicados al camión cisterna:
                                        </span>",,1
intn_fleet_cistern_seals,"<span class=""bold"">
                                            CONFORMIDAD DEL OPERADOR RECEPTOR DEL COMBUSTIBLE POR CADA COMPARTIMIENTO
                                        </span>",,1
intn_fleet_cistern_seals,"<span class=""bold"">Observación: </span>",,1
intn_fleet_cistern_seals,A seal lot cannot be used more than once.,,1
intn_fleet_cistern_seals,Aclaración:,,1
intn_fleet_cistern_seals,Add one line per seal from the remission.,,1
intn_fleet_cistern_seals,Cannot cancel return: Transfer must be cancelled or validated first.,,1
intn_fleet_cistern_seals,Cannot confirm return: a fine record is required when there are irregular seals.,,1
intn_fleet_cistern_seals,Cannot create remission: vehicle does not have a valid certificate.,,1
intn_fleet_cistern_seals,Cantidad,,1
intn_fleet_cistern_seals,Cantidad:,,1
intn_fleet_cistern_seals,Closure,,1
intn_fleet_cistern_seals,Color,,1
intn_fleet_cistern_seals,Compartment %d is already assigned in this remission.,,1
intn_fleet_cistern_seals,Compartment number must be greater than 0,,1
intn_fleet_cistern_seals,Código camión cisterna,,1
intn_fleet_cistern_seals,Date From,,1
intn_fleet_cistern_seals,Date To,,1
intn_fleet_cistern_seals,Datos proporcionados por el transportista:,,1
intn_fleet_cistern_seals,Driver ID lookup service is not configured in this environment.,,1
intn_fleet_cistern_seals,Emblema de camión:,,1
intn_fleet_cistern_seals,End date must be greater than or equal to start date.,,1
intn_fleet_cistern_seals,Estación de Servicio destinado a la carga:,,1
intn_fleet_cistern_seals,Export Excel,,1
intn_fleet_cistern_seals,Fecha:,,1
intn_fleet_cistern_seals,From,,1
intn_fleet_cistern_seals,Incident type can only be set on irregular seal lines.,,1
intn_fleet_cistern_seals,Incident type can only be set when the closure result is irregular.,,1
intn_fleet_cistern_seals,Incident type is required for irregular seal lines.,,1
intn_fleet_cistern_seals,Irregular,,1
intn_fleet_cistern_seals,Irregular seal follow-up (DJUR),,1
intn_fleet_cistern_seals,Irregular seals require the Fines module to register the fine (install INTN Fleet Cistern Fines).,,1
intn_fleet_cistern_seals,Location,,2
intn_fleet_cistern_seals,Lot,,1
intn_fleet_cistern_seals,Lugar de Precintado:,,1
intn_fleet_cistern_seals,Measurement record vehicle must match the remission vehicle.,,1
intn_fleet_cistern_seals,Missing seals: %s,,1
intn_fleet_cistern_seals,No customer stock location found.,,1
intn_fleet_cistern_seals,No internal picking type found.,,1
intn_fleet_cistern_seals,No records found for the selected criteria.,,1
intn_fleet_cistern_seals,Number,,2
intn_fleet_cistern_seals,ONM-UMLE-F24/1A,,1
intn_fleet_cistern_seals,Observación:,,1
intn_fleet_cistern_seals,Only available seal lots can be assigned. Invalid lots: %s,,1
intn_fleet_cistern_seals,Only draft returns can be confirmed.,,1
intn_fleet_cistern_seals,"PROGRAMA PRECINTADO DE CAMIONES CISTERNA <br/>
                                                Nota de Remisión de Precintos",,1
intn_fleet_cistern_seals,Partner,,2
intn_fleet_cistern_seals,Print PDF,,1
intn_fleet_cistern_seals,Product with code 'PRECINTO' not found.,,1
intn_fleet_cistern_seals,Producto:,,1
intn_fleet_cistern_seals,Record Count,,1
intn_fleet_cistern_seals,Remisión de Precintos,,1
intn_fleet_cistern_seals,Report Type,,1
intn_fleet_cistern_seals,Reports,,1
intn_fleet_cistern_seals,Review seal return %s for irregular seals.,,1
intn_fleet_cistern_seals,Seal %s is not in customer location (expected after remission).,,1
intn_fleet_cistern_seals,Seal %s is not part of remission %s.,,1
intn_fleet_cistern_seals,Seal Lot,,1
intn_fleet_cistern_seals,Seal Remission Count,,1
intn_fleet_cistern_seals,Seal Remissions List,,2
intn_fleet_cistern_seals,Seal Report Wizard,,1
intn_fleet_cistern_seals,Seal Reports,,2
intn_fleet_cistern_seals,Seal Reports Wizard,,1
intn_fleet_cistern_seals,Seal Return Count,,1
intn_fleet_cistern_seals,Seal Returns List,,2
intn_fleet_cistern_seals,Seal Status,,2
intn_fleet_cistern_seals,Seal Status List,,1
intn_fleet_cistern_seals,Seal location is required to confirm a seal remission.,,1
intn_fleet_cistern_seals,Seal location must have a stock location configured.,,1
intn_fleet_cistern_seals,Seal lot must belong to a product with code 'PRECINTO',,1
intn_fleet_cistern_seals,Seal lot must belong to the configured seal product,,1
intn_fleet_cistern_seals,Seal lot product must match remission product,,1
intn_fleet_cistern_seals,Seal serial numbers must be consecutive without gaps.,,1
intn_fleet_cistern_seals,"Seal set must match the remission exactly.
%s",,1
intn_fleet_cistern_seals,Seal state can only be set on security seal product lots.,,1
intn_fleet_cistern_seals,Seals not in remission: %s,,1
intn_fleet_cistern_seals,Service request vehicle must match the remission vehicle.,,1
intn_fleet_cistern_seals,The remission has no seal lots to close.,,1
intn_fleet_cistern_seals,Vehicle is required to confirm a seal remission.,,1
intn_fleet_cistern_seals,You must register exactly one line per seal from the remission (%d expected).,,1
intn_fleet_cistern_seals,to,,1
intn_fleet_cistern_verification,%s days,,1
intn_fleet_cistern_verification,'Prueba Hidrostatica - %s' % (object.name),,1
intn_fleet_cistern_verification,'Verificación Visual - %s' % (object.name),,1
intn_fleet_cistern_verification,1Z,,1
intn_fleet_cistern_verification,2Z,,1
intn_fleet_cistern_verification,3Z,,1
intn_fleet_cistern_verification,"<b>Las alturas espacio lleno, espacio vacío y espacio total son referenciados a la boca de inspección sin la tapa. La capacidad
                            nominal es indicada por el dispositivo de Referencia. Exclusivo para Transporte de: Combustibles Derivados de Petróleo.</b>
                            <br/>
                            Debiendo el tanque ser verificado en caso de reforma o modificación de chasis",,1
intn_fleet_cistern_verification,"<b>Nota: Los precintos de metal plomo colocados en las bocas de hombre, podrán ser retirados únicamente en el INT, el incumplimiento de esto será considerado como falta posible de sanción.</b>",,1
intn_fleet_cistern_verification,"<br/>
                                        <strong>Ciudad:</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                        <strong>Expediente:</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                        <strong>RUC:</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                        <strong>Solicitante:</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                        <strong>Solicitud:</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                        <strong>Técnico Responsable</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                        <strong>Vehículo:</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                    <strong>Firma del técnico</strong>",,1
intn_fleet_cistern_verification,"<br/>
                                <strong>Emblema:</strong>",,1
intn_fleet_cistern_verification,"<strong style=""font-size: 16px;"">Notas:</strong><br/>
                                1. Requisitos de Identificación exigidos por la legislación de tránsito, no están cubiertos por este informe.<br/>
                                2. En caso de accidentes, golpes o averías este Informe de Verificación pierde su validez.<br/>
                                3. Este Informe de Verificación no exime al fabricante/propietario de sus responsabilidades en cuanto a daños a terceros...",,1
intn_fleet_cistern_verification,<strong>Año Fab. Remolque:</strong>,,1
intn_fleet_cistern_verification,<strong>Año:</strong>,,1
intn_fleet_cistern_verification,<strong>Capacidad:</strong>,,1
intn_fleet_cistern_verification,<strong>Chapa N°:</strong>,,1
intn_fleet_cistern_verification,<strong>Chapa Remolque:</strong>,,1
intn_fleet_cistern_verification,<strong>Chasis N°:</strong>,,1
intn_fleet_cistern_verification,<strong>Chasis Remolque:</strong>,,1
intn_fleet_cistern_verification,<strong>Ciudad:</strong>,,1
intn_fleet_cistern_verification,<strong>Compartimientos:</strong>,,1
intn_fleet_cistern_verification,<strong>Compañía/Emblema:</strong>,,1
intn_fleet_cistern_verification,<strong>Código N°:</strong>,,1
intn_fleet_cistern_verification,<strong>Códigos de producto ONU:</strong>,,1
intn_fleet_cistern_verification,<strong>DETALLES DE LA PRUEBA TÉCNICA</strong>,,1
intn_fleet_cistern_verification,<strong>Departamento:</strong>,,1
intn_fleet_cistern_verification,<strong>Dirección:</strong>,,2
intn_fleet_cistern_verification,<strong>Duración (horas):</strong>,,1
intn_fleet_cistern_verification,<strong>Ensayo hidrostático:</strong>,,1
intn_fleet_cistern_verification,<strong>Expediente N°:</strong>,,1
intn_fleet_cistern_verification,<strong>Fecha Emisión:</strong>,,1
intn_fleet_cistern_verification,<strong>Fecha Vencimiento:</strong>,,1
intn_fleet_cistern_verification,<strong>Fecha Verificación:</strong>,,1
intn_fleet_cistern_verification,<strong>Fecha de inspección:</strong>,,1
intn_fleet_cistern_verification,<strong>Grupo de productos:</strong>,,1
intn_fleet_cistern_verification,<strong>Marca Remolque:</strong>,,1
intn_fleet_cistern_verification,<strong>Marca:</strong>,,1
intn_fleet_cistern_verification,<strong>Nombre o Razón Social:</strong>,,1
intn_fleet_cistern_verification,<strong>N° Manómetros:</strong>,,1
intn_fleet_cistern_verification,<strong>Presión Proyecto (kPa):</strong>,,1
intn_fleet_cistern_verification,<strong>Presión de prueba:</strong>,,1
intn_fleet_cistern_verification,<strong>Prueba de fugas:</strong>,,1
intn_fleet_cistern_verification,<strong>Resultado:</strong>,,1
intn_fleet_cistern_verification,<strong>Resultado:</strong> <br/>,,1
intn_fleet_cistern_verification,<strong>Validez del Informe: 12 Meses</strong>,,1
intn_fleet_cistern_verification,<strong>Verificado con Válvula Interna:</strong>,,1
intn_fleet_cistern_verification,<strong>Verificado con Válvulas Internas:</strong>,,1
intn_fleet_cistern_verification,Above 10% LIE,,2
intn_fleet_cistern_verification,Aggregated cistern tank inspection certificate (LIE),,1
intn_fleet_cistern_verification,Altura espacio lleno (mm),,2
intn_fleet_cistern_verification,Altura espacio total (mm),,2
intn_fleet_cistern_verification,Altura espacio vacío (mm),,2
intn_fleet_cistern_verification,Applicant State,,5
intn_fleet_cistern_verification,At least one confirmed tank inspection is required.,,1
intn_fleet_cistern_verification,Año,,2
intn_fleet_cistern_verification,Below 10% LIE,,2
intn_fleet_cistern_verification,C1,,1
intn_fleet_cistern_verification,C2,,1
intn_fleet_cistern_verification,C3,,1
intn_fleet_cistern_verification,C4,,1
intn_fleet_cistern_verification,CERTIFICADO DE INSPECCIÓN,,1
intn_fleet_cistern_verification,CERTIFICADO DE VERIFICACIÓN DE CAMIÓN TANQUE VCC N°,,1
intn_fleet_cistern_verification,COMPARTIMIENTOS (Numerados a partir de la cabina),,1
intn_fleet_cistern_verification,Campo Obligatorio,,1
intn_fleet_cistern_verification,Cannot confirm: inspection %(name)s is already used on another certificate.,,1
intn_fleet_cistern_verification,Capacidad,,2
intn_fleet_cistern_verification,Capacidad y dimensiones,,2
intn_fleet_cistern_verification,Certificado de Registro de Medición,,1
intn_fleet_cistern_verification,Chapa de Remolque,,2
intn_fleet_cistern_verification,Ciudad:,,2
intn_fleet_cistern_verification,Compartimientos,,1
intn_fleet_cistern_verification,Compartment %s,,1
intn_fleet_cistern_verification,Compañía,,2
intn_fleet_cistern_verification,Confirm the tank inspection before confirming the measurement record.,,1
intn_fleet_cistern_verification,Constancia de verificación visual y documental N°,,1
intn_fleet_cistern_verification,Departamento:,,2
intn_fleet_cistern_verification,Dimensiones del Tanque,,1
intn_fleet_cistern_verification,Dimensiones del Tanque (mm),,1
intn_fleet_cistern_verification,Dimensión (pulg.),,2
intn_fleet_cistern_verification,Dirección,,4
intn_fleet_cistern_verification,Duration,,1
intn_fleet_cistern_verification,"El campo ""Certificado de Prueba Hidrostática"" no puede estar vacío.",,1
intn_fleet_cistern_verification,"El campo ""Presión de Prueba (kPa)"" no puede estar vacío.",,1
intn_fleet_cistern_verification,"El campo ""Razón de Imposibilidad"" es obligatorio cuando el resultado es ""Imposibilidad"".",,1
intn_fleet_cistern_verification,"El campo ""Resultado"" no puede estar vacío.",,1
intn_fleet_cistern_verification,"El campo ""Tiempo de Duración"" no puede estar vacío.",,1
intn_fleet_cistern_verification,Entrada N°,,4
intn_fleet_cistern_verification,Expedients,,1
intn_fleet_cistern_verification,Fecha de Emisión,,1
intn_fleet_cistern_verification,Fecha de Vencimiento,,2
intn_fleet_cistern_verification,Fecha de Verificación,,2
intn_fleet_cistern_verification,Hydrostatic certificate type not found.,,1
intn_fleet_cistern_verification,Hydrostatic test certificate is missing.,,1
intn_fleet_cistern_verification,INFORME DE PRUEBA HIDROSTATICA - ESTANQUEIDAD,,1
intn_fleet_cistern_verification,Impossibility reason is required when result is 'Impossibility'.,,1
intn_fleet_cistern_verification,Informe de Prueba Hidrostatica-Estanqueidad,,1
intn_fleet_cistern_verification,Inspection %(name)s is already linked to certificate %(cert)s.,,1
intn_fleet_cistern_verification,LIE,,1
intn_fleet_cistern_verification,"Lts.<br/>
                                <strong>Compartimientos:</strong>",,1
intn_fleet_cistern_verification,Marca del Vehículo,,2
intn_fleet_cistern_verification,Marca del tanque,,2
intn_fleet_cistern_verification,Measurement record is required when certificate change is requested.,,1
intn_fleet_cistern_verification,Measurement record must not be cancelled to confirm visual verification.,,1
intn_fleet_cistern_verification,Medidas internas,,2
intn_fleet_cistern_verification,Neumáticos,,2
intn_fleet_cistern_verification,Nombre o Razón Social,,2
intn_fleet_cistern_verification,N° de Compartimientos,,2
intn_fleet_cistern_verification,Número de Chapa,,2
intn_fleet_cistern_verification,Número de Chasis,,2
intn_fleet_cistern_verification,Número de Código,,2
intn_fleet_cistern_verification,ORGANISMO NACIONAL DE METROLOGIA,,1
intn_fleet_cistern_verification,Only confirmed measurement records can be cancelled.,,1
intn_fleet_cistern_verification,Only confirmed tank inspections can be added to a certificate. Inspection %(name)s is not confirmed.,,1
intn_fleet_cistern_verification,Only draft hydrostatic tests can be confirmed.,,1
intn_fleet_cistern_verification,Only draft measurement records can be confirmed.,,1
intn_fleet_cistern_verification,Organismo Nacional de Metrología (ONM),,1
intn_fleet_cistern_verification,Please select an inspection result before creating the certificate.,,1
intn_fleet_cistern_verification,Precintos Permanentes en compartimientos,,1
intn_fleet_cistern_verification,Presión (psi),,2
intn_fleet_cistern_verification,QR,,1
intn_fleet_cistern_verification,REFERENCIA DE TOMA DE MEDIDA DEL CAMION TANQUE,,1
intn_fleet_cistern_verification,REGISTRO DE MEDICIÓN,,1
intn_fleet_cistern_verification,RUC,,2
intn_fleet_cistern_verification,Ref,,2
intn_fleet_cistern_verification,Registro de Medición,,1
intn_fleet_cistern_verification,Seal Remission,,1
intn_fleet_cistern_verification,Tank inspection certificate type is not configured.,,1
intn_fleet_cistern_verification,Tank inspection certificates cannot be deleted; cancel them instead.,,1
intn_fleet_cistern_verification,Tank inspection records cannot be deleted; cancel them instead.,,1
intn_fleet_cistern_verification,Tank inspection requires a confirmed visual verification.,,1
intn_fleet_cistern_verification,UNIDAD DE METROLOGIA LEGAL - UMLE,,1
intn_fleet_cistern_verification,Vehicle is required to create certificate.,,2
intn_fleet_cistern_verification,Verificación Visual de Camiones,,1
intn_fleet_cistern_verification,Verification certificate type not found.,,1
intn_fleet_cistern_verification,Visual Verification Result,,1
intn_fleet_cistern_verification,X,,1
intn_fleet_cistern_verification,"_________________________<br/>
                                    Jefe de Departamento",,2
intn_fleet_cistern_verification,"_________________________<br/>
                                    TÉCNICO RESPONSABLE",,1
intn_fleet_cistern_verification,"_________________________<br/>
                                    Técnico DVIR",,1
intn_fleet_cistern_verification,mm,,3
intn_fleet_cistern_verification,%(label)s: %(old)s -> %(new)s,,1
intn_fleet_cistern_verification,'Rechazo Verificación Visual - %s' % (object.name),,1
intn_fleet_cistern_verification,"<span class=""bold"">
                                                    FOR-N-04 /
                                                </span>
                                                Versión: 01/ Vigencia: 18-07-2019",,1
intn_fleet_cistern_verification,"<span class=""o_stat_text"">Create Inspection Certificate</span>",,1
intn_fleet_cistern_verification,<span>*LIE (Límite Inferior de Explosividad)</span>,,1
intn_fleet_cistern_verification,<strong>Chasis:</strong>,,1
intn_fleet_cistern_verification,<strong>Motivo de imposibilidad:</strong>,,1
intn_fleet_cistern_verification,<strong>Motivo de rechazo:</strong>,,1
intn_fleet_cistern_verification,<strong>RUC:</strong>,,1
intn_fleet_cistern_verification,<strong>Solicitante:</strong>,,1
intn_fleet_cistern_verification,<strong>Solicitud:</strong>,,1
intn_fleet_cistern_verification,<strong>Vehículo:</strong>,,1
intn_fleet_cistern_verification,ALCANCE,,1
intn_fleet_cistern_verification,Access Token,,1
intn_fleet_cistern_verification,All verification items must be checked.,,1
intn_fleet_cistern_verification,Apply Document Correction,,1
intn_fleet_cistern_verification,Assign Seals,,1
intn_fleet_cistern_verification,"CONSTE que el camión cisterna para transporte de combustibleslíquidos, se encuentra en condiciones libre de vapores, cumpliendo con el
                                                    Reglamento Técnico Metrológico ONM-RTM-05.",,1
intn_fleet_cistern_verification,CUMPLE,,1
intn_fleet_cistern_verification,Cannot approve the inspection when items do not comply.,,1
intn_fleet_cistern_verification,Carrier company address,,1
intn_fleet_cistern_verification,Carrier company name,,1
intn_fleet_cistern_verification,Carrier company phone,,1
intn_fleet_cistern_verification,Carrier truck code,,1
intn_fleet_cistern_verification,Certificate Change,,1
intn_fleet_cistern_verification,Certificate Management,,1
intn_fleet_cistern_verification,Compart. Inspeccionados,,2
intn_fleet_cistern_verification,Confirm Rejection,,1
intn_fleet_cistern_verification,Could not generate the certificate PDF for %s.,,1
intn_fleet_cistern_verification,Código,,2
intn_fleet_cistern_verification,DATOS DE INSPECCIÓN,,1
intn_fleet_cistern_verification,DATOS DEL CLIENTE,,2
intn_fleet_cistern_verification,DNIS N°,,1
intn_fleet_cistern_verification,Documental Verification,,1
intn_fleet_cistern_verification,Documental: Chassis number,,1
intn_fleet_cistern_verification,Documental: License plate,,1
intn_fleet_cistern_verification,Emblem identification,,1
intn_fleet_cistern_verification,Emblema,,2
intn_fleet_cistern_verification,Enter the rejection reason...,,1
intn_fleet_cistern_verification,FOR-N-03,,1
intn_fleet_cistern_verification,Fecha de Inspección,,2
intn_fleet_cistern_verification,Fecha:,,1
intn_fleet_cistern_verification,Folio N°,,1
intn_fleet_cistern_verification,IDENTIFICACIÓN DE LOS ÍTEMS,,1
intn_fleet_cistern_verification,INSPECCIÓN DE TANQUE CISTERNA (Desgasificación),,1
intn_fleet_cistern_verification,Impossibility reason is required.,,1
intn_fleet_cistern_verification,"Informe de rechazo - Verificación visual
                            N°",,1
intn_fleet_cistern_verification,Inspección de tanque cisterna,,1
intn_fleet_cistern_verification,Inspection Checklist,,1
intn_fleet_cistern_verification,Inspection Line,,1
intn_fleet_cistern_verification,Inspection Line Reject Wizard,,1
intn_fleet_cistern_verification,Inspection result is required.,,1
intn_fleet_cistern_verification,Internal valve condition,,1
intn_fleet_cistern_verification,JEFE/A DE DEPARTAMENTO,,2
intn_fleet_cistern_verification,Mandatory inscriptions verification,,1
intn_fleet_cistern_verification,Matrícula/Camión,,2
intn_fleet_cistern_verification,Matrícula/Cisterna,,2
intn_fleet_cistern_verification,"Minor document correction applied:
%s",,1
intn_fleet_cistern_verification,MÉTODOS DE INSPECCIÓN,,1
intn_fleet_cistern_verification,NO CUMPLE,,1
intn_fleet_cistern_verification,ONI N°,,1
intn_fleet_cistern_verification,ONM Section,,2
intn_fleet_cistern_verification,ONM-RTM-05 Reglamento Técnico Metrológico,,1
intn_fleet_cistern_verification,Observaciones de incumplimiento,,1
intn_fleet_cistern_verification,Observación,,1
intn_fleet_cistern_verification,Observation is required when an item does not comply.,,1
intn_fleet_cistern_verification,Organismo Nacional de Inspección (ONI),,1
intn_fleet_cistern_verification,PRO-N-05 Inspección de tanque cisterna,,1
intn_fleet_cistern_verification,RESULTADOS DE LA INSPECCIÓN,,1
intn_fleet_cistern_verification,Registro de Inspección,,1
intn_fleet_cistern_verification,Registro de Inspección N°,,1
intn_fleet_cistern_verification,Reject Item,,2
intn_fleet_cistern_verification,Rejection PDF,,1
intn_fleet_cistern_verification,Rejection reason is required.,,2
intn_fleet_cistern_verification,Rejection requires at least one item marked as non-compliant.,,1
intn_fleet_cistern_verification,Seal state verification,,1
intn_fleet_cistern_verification,Sin observaciones por ítem registradas.,,1
intn_fleet_cistern_verification,Solicitante,,2
intn_fleet_cistern_verification,Tank and Tire Dimensions,,1
intn_fleet_cistern_verification,Tank condition (external),,1
intn_fleet_cistern_verification,Tank condition (internal),,1
intn_fleet_cistern_verification,Tank inspection must be confirmed first.,,1
intn_fleet_cistern_verification,Tire condition,,1
intn_fleet_cistern_verification,Truck Data,,1
intn_fleet_cistern_verification,Truck Identification Verification,,1
intn_fleet_cistern_verification,Truck State Verification,,1
intn_fleet_cistern_verification,TÉCNICO DE INSPECCIÓN,,2
intn_fleet_cistern_verification,Use action_confirm() for non-approved results.,,1
intn_fleet_cistern_verification,Vehicle is required to start visual verification.,,1
intn_fleet_cistern_verification,Verification Checklist,,1
intn_fleet_cistern_verification,Verification Items,,1
intn_fleet_cistern_verification,Verify chassis on documentation matches the vehicle record.,,1
intn_fleet_cistern_verification,Verify license plate on documentation matches the vehicle record.,,1
intn_fleet_cistern_verification,Verify mandatory tank inscriptions are present and legible.,,1
intn_fleet_cistern_verification,Verify seal condition and integrity visually.,,1
intn_fleet_cistern_verification,Versión,,1
intn_fleet_cistern_verification,Vigencia,,1
intn_fleet_cistern_verification,Visual Verification Rejection - %s,,1
intn_fleet_cistern_verification,Visual Verification Rejection Report,,1
intn_fleet_cistern_verification,Visual verification rejected. Reason: %s,,1
intn_fleet_cistern_verification,Visual verification rejection report generated.,,1
intn_fleet_cistern_verification,Visual verification was rejected. The rejection report is available for download.,,1
intn_fleet_cistern_verification,Ítem,,1
intn_fleet_cistern_verification,*LIE (Lower Explosive Limit),,0
intn_fleet_cistern_verification,Capacidad (litros),,0
intn_fleet_cistern_verification,DEPARTMENT HEAD,,0
intn_fleet_cistern_verification,INSPECTION TECHNICIAN,,0
intn_fleet_cistern_verification,Item,,0
intn_fleet_cistern_verification,Linked Tank Inspections (DINS),,0
intn_fleet_cistern_verification,REGISTRO DE INSPECCIÓN,,0
intn_fleet_cistern_verification,RESPONSIBLE TECHNICIAN,,0
intn_fleet_cistern_verification,Tank dimensions,,0
intn_fleet_cistern_verification,Truck / trailer,,0
intn_fleet_cisterns,'Requisitos Calibración %s' % (object.name or object.id),,1
intn_fleet_cisterns,'Solicitud Verificación %s' % (object.name or object.id),,1
intn_fleet_cisterns,"2 (DOS) extintores de 10kg de capacidad, la marca del extintor debe contar con el sello de habilitación del INTN donde consta la fecha y el año de vencimiento del mismo.",,1
intn_fleet_cisterns,"<br/>
                                <strong>N° Solicitud:</strong>",,1
intn_fleet_cisterns,"<br/>
                                <strong>Vehículo:</strong>",,1
intn_fleet_cisterns,<strong>Camión:</strong>,,1
intn_fleet_cisterns,<strong>Dirección:</strong>,,1
intn_fleet_cisterns,<strong>Fecha de Agendamiento:</strong>,,1
